realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat
524.6877417,Private room,FALSE,TRUE,2,FALSE,1,0,9,98,1,3.576481588,1.05414253,164.2414984,8.696696473,199.9119664,13.93015343,4.86067,52.34795
319.6400534,Private room,FALSE,TRUE,2,TRUE,0,0,10,99,1,1.890283945,0.299830666,260.2050349,13.77802949,331.072129,23.06958227,4.90748,52.3587
221.2171631,Private room,FALSE,TRUE,2,TRUE,0,0,10,99,1,3.200518257,0.92117443,131.5328986,6.964754379,167.6514852,11.68219669,4.84945,52.38391
351.5103227,Private room,FALSE,TRUE,2,TRUE,0,0,10,98,1,0.721166612,0.218163613,441.2820382,23.36617713,573.3243309,39.95006423,4.90369,52.37311
847.8428983,Private room,FALSE,TRUE,2,TRUE,1,0,10,100,1,1.568698427,0.668331698,642.4315783,34.01717894,621.7297505,43.32302351,4.88131,52.36112
337.68425,Private room,FALSE,TRUE,4,FALSE,0,0,9,92,1,2.849485336,0.961905204,152.5972139,8.080123869,191.4237491,13.33868225,4.85189,52.37769
233.6371945,Private room,FALSE,TRUE,2,FALSE,1,0,9,93,1,2.784104147,1.909814316,146.5448063,7.759644865,184.5481803,12.85958272,4.93393,52.37457
237.8553184,Private room,FALSE,TRUE,2,FALSE,0,0,9,90,1,5.514965157,1.706856551,80.18452047,4.245823638,99.75913193,6.951359838,4.81378,52.38328
965.0130059,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,98,1,0.691227348,0.673726408,556.4227025,29.46295181,666.5003549,46.44270364,4.88307,52.37228
388.0673962,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,90,2,2.860040218,0.95216965,152.2853635,8.063611184,191.0007016,13.30920368,4.85169,52.37754
381.0371898,Entire home/apt,FALSE,FALSE,2,FALSE,1,0,10,96,1,2.824866521,0.986886352,153.9735454,8.153001538,192.9948475,13.44815864,4.85222,52.37756
360.1809106,Private room,FALSE,TRUE,2,FALSE,1,0,10,98,1,3.081525657,0.496089994,189.21826,10.01923259,249.2577743,17.36864032,4.89596,52.34559
358.7748694,Private room,FALSE,TRUE,2,TRUE,0,0,10,96,0,3.141374762,0.745628383,176.5487886,9.348375666,223.6382722,15.58343656,4.90151,52.34547
194.0336981,Private room,FALSE,TRUE,2,FALSE,0,0,10,87,1,4.915127035,0.323308013,108.667567,5.754019876,135.5467565,9.445093007,4.87347,52.33072
755.981534,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,9,96,3,2.010841261,0.565089128,270.9871922,14.34895188,352.9726523,24.59564224,4.90325,52.35626
316.8279708,Private room,FALSE,TRUE,2,FALSE,0,0,10,98,1,2.972055797,1.097827377,227.3747669,12.03964499,259.665854,18.09389029,4.87649,52.34853
768.1672252,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,98,3,3.60986035,2.013255999,106.452741,5.63674337,134.2880653,9.357385593,4.90317,52.40509
307.220022,Private room,FALSE,TRUE,2,FALSE,0,1,10,96,1,1.467800073,1.549480921,276.1344413,14.62150214,332.6084353,23.1766343,4.873,52.378
276.2871136,Entire home/apt,FALSE,FALSE,2,TRUE,0,0,10,98,1,3.839556259,0.754153799,149.4900669,7.915598369,186.4934314,12.99513061,4.86004,52.34528
